id,jobId,taUserId,status,appliedDate
"APP200416","JOB100001","TA2023755900","ACCEPTED","2026-02-09"
"APP200417","JOB100007","TA2024741390","REJECTED","2026-01-14"
"APP200418","JOB100117","TA2024681478","ACCEPTED","2026-03-19"
"APP200419","JOB100073","TA2023486251","ACCEPTED","2026-04-02"
"APP200420","JOB100011","TA2023243693","REJECTED","2026-05-15"
"APP200421","JOB100034","TA2023333752","ACCEPTED","2026-05-10"
"APP200422","JOB100026","TA2023278240","ACCEPTED","2026-04-14"
"APP200423","JOB100013","TA2024733039","PENDING","2026-02-24"
"APP200424","JOB100098","TA2023755900","ACCEPTED","2026-03-17"
"APP200425","JOB100033","TA2024639995","ACCEPTED","2026-05-02"
"APP200426","JOB100083","TA2024639995","REJECTED","2026-01-03"
"APP200427","JOB100017","TA2023929538","ACCEPTED","2026-03-03"
"APP200428","JOB100096","TA2024903531","REJECTED","2026-03-04"
"APP200429","JOB100007","TA2024940064","REJECTED","2026-04-08"
"APP200430","JOB100119","TA2024589710","ACCEPTED","2026-03-14"
"APP200431","JOB100004","TA2024220465","REJECTED","2026-04-06"
"APP200432","JOB100076","TA2024258787","ACCEPTED","2026-05-05"
"APP200433","JOB100007","TA2024612311","REJECTED","2026-02-19"
"APP200434","JOB100047","TA2024468727","PENDING","2026-01-25"
"APP200435","JOB100027","TA2024153642","ACCEPTED","2026-01-02"
"APP200436","JOB100094","TA2024249811","PENDING","2026-02-24"
"APP200437","JOB100101","TA2024823846","REJECTED","2026-02-22"
"APP200438","JOB100080","TA2024781113","REJECTED","2026-04-22"
"APP200439","JOB100096","TA2023930555","REJECTED","2026-02-09"
"APP200440","JOB100004","TA2024715870","REJECTED","2026-01-10"
"APP200441","JOB100013","TA2023930555","PENDING","2026-03-06"
"APP200442","JOB100083","TA2023930555","ACCEPTED","2026-02-28"
"APP200443","JOB100039","TA2023555052","ACCEPTED","2026-04-14"
"APP200444","JOB100064","TA2023768854","PENDING","2026-01-31"
"APP200445","JOB100080","TA2023213483","ACCEPTED","2026-01-17"
"APP200446","JOB100114","TA2024411882","ACCEPTED","2026-01-19"
"APP200447","JOB100051","TA2024518098","PENDING","2026-03-19"
"APP200448","JOB100091","TA2024972064","PENDING","2026-04-23"
"APP200449","JOB100054","TA2023232378","REJECTED","2026-01-08"
"APP200450","JOB100070","TA2023212235","ACCEPTED","2026-02-04"
"APP200451","JOB100119","TA2023133104","REJECTED","2026-03-17"
"APP200452","JOB100095","TA2023749468","PENDING","2026-04-06"
"APP200453","JOB100002","TA2024701253","REJECTED","2026-02-06"
"APP200454","JOB100001","TA2024814220","ACCEPTED","2026-01-22"
"APP200455","JOB100045","TA2024320392","REJECTED","2026-03-30"
"APP200456","JOB100033","TA2023440131","REJECTED","2026-05-12"
"APP200457","JOB100024","TA2024363319","PENDING","2026-03-06"
"APP200458","JOB100030","TA2024589710","PENDING","2026-01-14"
"APP200459","JOB100126","TA2024639995","REJECTED","2026-04-29"
"APP200460","JOB100096","TA2024878086","PENDING","2026-01-18"
"APP200461","JOB100038","TA2024226882","PENDING","2026-05-05"
"APP200462","JOB100020","TA2023929538","ACCEPTED","2026-01-26"
"APP200463","JOB100042","TA2023565776","PENDING","2026-02-19"
"APP200464","JOB100046","TA2023862569","ACCEPTED","2026-03-20"
"APP200465","JOB100102","TA2023571579","PENDING","2026-04-04"
"APP200466","JOB100121","TA2023768854","REJECTED","2026-02-13"
"APP200467","JOB100001","TA2023768854","PENDING","2026-02-26"
"APP200468","JOB100105","TA2024782759","ACCEPTED","2026-03-12"
"APP200469","JOB100125","TA2024402218","PENDING","2026-03-26"
"APP200470","JOB100071","TA2023823811","ACCEPTED","2026-03-20"
"APP200471","JOB100073","TA2024701253","PENDING","2026-01-21"
"APP200472","JOB100125","TA2024962276","REJECTED","2026-02-05"
"APP200473","JOB100080","TA2023843215","PENDING","2026-01-20"
"APP200474","JOB100108","TA2024680099","REJECTED","2026-05-10"
"APP200475","JOB100094","TA2023246316","REJECTED","2026-04-14"
"APP200476","JOB100116","TA2024560767","PENDING","2026-01-10"
"APP200477","JOB100082","TA2023466960","ACCEPTED","2026-05-01"
"APP200478","JOB100097","TA2024901535","PENDING","2026-04-11"
"APP200479","JOB100034","TA2024153642","ACCEPTED","2026-03-16"
"APP200480","JOB100021","TA2023823811","ACCEPTED","2026-01-24"
"APP200481","JOB100056","TA2024221552","ACCEPTED","2026-03-03"
"APP200482","JOB100126","TA2023840058","REJECTED","2026-02-12"
"APP200483","JOB100114","TA2024468727","PENDING","2026-02-10"
"APP200484","JOB100028","TA2023913934","REJECTED","2026-02-07"
"APP200485","JOB100111","TA2024987025","ACCEPTED","2026-04-02"
"APP200486","JOB100007","TA2024618392","REJECTED","2026-03-01"
"APP200487","JOB100053","TA2024757193","PENDING","2026-02-22"
"APP200488","JOB100078","TA2023486251","ACCEPTED","2026-05-01"
"APP200489","JOB100068","TA2023865179","PENDING","2026-03-24"
"APP200490","JOB100016","TA2024688956","REJECTED","2026-03-12"
"APP200491","JOB100124","TA2024782759","PENDING","2026-02-14"
"APP200492","JOB100054","TA2023405420","ACCEPTED","2026-01-20"
"APP200493","JOB100078","TA2024242291","ACCEPTED","2026-02-27"
"APP200494","JOB100078","TA2024781403","ACCEPTED","2026-03-30"
"APP200495","JOB100071","TA2024787923","PENDING","2026-02-05"
"APP200496","JOB100066","TA2024678478","PENDING","2026-05-12"
"APP200497","JOB100096","TA2024962276","PENDING","2026-02-17"
"APP200498","JOB100026","TA2024402218","ACCEPTED","2026-01-31"
"APP200499","JOB100098","TA2024891937","ACCEPTED","2026-03-26"
"APP200500","JOB100106","TA2024589710","ACCEPTED","2026-05-03"
"APP200501","JOB100071","TA2024320392","ACCEPTED","2026-04-16"
"APP200502","JOB100003","TA2024994905","PENDING","2026-02-11"
"APP200503","JOB100021","TA2024638289","ACCEPTED","2026-02-07"
"APP200504","JOB100009","TA2024678478","PENDING","2026-02-16"
"APP200505","JOB100090","TA2023913934","ACCEPTED","2026-03-14"
"APP200506","JOB100012","TA2023148458","ACCEPTED","2026-05-01"
"APP200507","JOB100071","TA2023975136","PENDING","2026-04-16"
"APP200508","JOB100090","TA2023749468","REJECTED","2026-02-16"
"APP200509","JOB100093","TA2023509420","ACCEPTED","2026-02-12"
"APP200510","JOB100106","TA2024793024","ACCEPTED","2026-04-27"
"APP200511","JOB100090","TA2024560767","PENDING","2026-04-07"
"APP200512","JOB100055","TA2024399105","PENDING","2026-02-21"
"APP200513","JOB100078","TA2024492483","ACCEPTED","2026-02-08"
"APP200514","JOB100091","TA2024322086","PENDING","2026-01-10"
"APP200515","JOB100118","TA2023806707","ACCEPTED","2026-01-31"
"APP200516","JOB100013","TA2023881886","ACCEPTED","2026-01-01"
"APP200517","JOB100117","TA2024558176","ACCEPTED","2026-05-14"
"APP200518","JOB100061","TA2024752878","REJECTED","2026-05-16"
"APP200519","JOB100063","TA2024891937","REJECTED","2026-05-04"
"APP200520","JOB100119","TA2023988324","ACCEPTED","2026-01-26"
"APP200521","JOB100063","TA2024159942","PENDING","2026-03-01"
"APP200522","JOB100012","TA2024587455","ACCEPTED","2026-04-15"
"APP200523","JOB100038","TA2024468203","PENDING","2026-01-02"
"APP200524","JOB100086","TA2023386544","PENDING","2026-01-02"
"APP200525","JOB100032","TA2024744718","REJECTED","2026-04-15"
"APP200526","JOB100052","TA2024174299","PENDING","2026-03-06"
"APP200527","JOB100039","TA2023461939","ACCEPTED","2026-04-04"
"APP200528","JOB100092","TA2023934904","REJECTED","2026-04-12"
"APP200529","JOB100114","TA2024681343","ACCEPTED","2026-05-04"
"APP200530","JOB100028","TA2024752878","ACCEPTED","2026-05-04"
"APP200531","JOB100038","TA2023300845","ACCEPTED","2026-04-12"
"APP200532","JOB100111","TA2023171849","REJECTED","2026-01-31"
"APP200533","JOB100112","TA2024891937","ACCEPTED","2026-02-11"
"APP200534","JOB100015","TA2023790855","ACCEPTED","2026-03-28"
"APP200535","JOB100120","TA2024878086","ACCEPTED","2026-01-14"
"APP200536","JOB100026","TA2023568238","REJECTED","2026-01-02"
"APP200537","JOB100120","TA2024955662","REJECTED","2026-05-01"
"APP200538","JOB100090","TA2023423939","PENDING","2026-03-09"
"APP200539","JOB100034","TA2024752878","PENDING","2026-01-10"
"APP200540","JOB100106","TA2023389666","REJECTED","2026-04-13"
"APP200541","JOB100092","TA2023405420","ACCEPTED","2026-01-15"
"APP200542","JOB100117","TA2023475190","ACCEPTED","2026-04-23"
"APP200543","JOB100002","TA2024795612","REJECTED","2026-05-13"
"APP200544","JOB100042","TA2023725550","PENDING","2026-05-11"
"APP200545","JOB100078","TA2023734487","PENDING","2026-02-13"
"APP200546","JOB100100","TA2024717889","ACCEPTED","2026-01-01"
"APP200547","JOB100026","TA2024972064","REJECTED","2026-04-13"
"APP200548","JOB100051","TA2023929538","ACCEPTED","2026-02-21"
"APP200549","JOB100078","TA231267380","REJECTED","2026-01-18"
"APP200550","JOB100013","TA2024878086","PENDING","2026-03-31"
"APP200551","JOB100050","TA2023934904","PENDING","2026-02-19"
"APP200552","JOB100068","TA2024781403","ACCEPTED","2026-03-08"
"APP200553","JOB100028","TA2023555052","ACCEPTED","2026-01-19"
"APP200554","JOB100075","TA2024612311","ACCEPTED","2026-01-30"
"APP200555","JOB100120","TA2024468727","REJECTED","2026-03-06"
"APP200556","JOB100102","TA2023591081","REJECTED","2026-05-04"
"APP200557","JOB100116","TA2024994905","REJECTED","2026-04-28"
"APP200558","JOB100101","TA2024715870","REJECTED","2026-01-08"
"APP200559","JOB100071","TA2024589710","PENDING","2026-04-08"
"APP200560","JOB100095","TA2024270395","REJECTED","2026-02-28"
"APP200561","JOB100120","TA2023768854","ACCEPTED","2026-04-01"
"APP200562","JOB100078","TA2023461939","PENDING","2026-03-09"
"APP200563","JOB100037","TA2024697530","PENDING","2026-03-29"
"APP200564","JOB100011","TA2024701253","REJECTED","2026-05-02"
"APP200565","JOB100046","TA2024704238","PENDING","2026-03-10"
"APP200566","JOB100029","TA2024313933","ACCEPTED","2026-02-18"
"APP200567","JOB100074","TA2023720556","PENDING","2026-03-03"
"APP200568","JOB100039","TA2024681343","PENDING","2026-03-05"
"APP200569","JOB100125","TA2023565776","ACCEPTED","2026-01-28"
"APP200570","JOB100018","TA2024265840","ACCEPTED","2026-05-07"
"APP200571","JOB100092","TA2023213483","REJECTED","2026-01-11"
"APP200572","JOB100126","TA2023881886","ACCEPTED","2026-03-22"
"APP200573","JOB100074","TA2024935012","REJECTED","2026-05-06"
"APP200574","JOB100029","TA2023711680","REJECTED","2026-03-13"
"APP200575","JOB100056","TA2024618392","REJECTED","2026-02-02"
"APP200576","JOB100008","TA2023876962","REJECTED","2026-05-03"
"APP200577","JOB100081","TA2023343962","ACCEPTED","2026-04-11"
"APP200578","JOB100101","TA2024901535","PENDING","2026-01-31"
"APP200579","JOB100103","TA2024220465","ACCEPTED","2026-01-03"
"APP200580","JOB100002","TA2023889882","PENDING","2026-01-26"
"APP200581","JOB100047","TA2024402218","ACCEPTED","2026-03-08"
"APP200582","JOB100029","TA2024878086","PENDING","2026-03-10"
"APP200583","JOB100070","TA2024301332","ACCEPTED","2026-02-17"
"APP200584","JOB100074","TA2024823846","PENDING","2026-04-06"
"APP200585","JOB100052","TA2023529893","PENDING","2026-02-16"
"APP200586","JOB100086","TA2024399105","REJECTED","2026-02-28"
"APP200587","JOB100122","TA2024226882","REJECTED","2026-03-02"
"APP200588","JOB100083","TA2024973294","REJECTED","2026-02-20"
"APP200589","JOB100024","TA2023133104","REJECTED","2026-02-08"
"APP200590","JOB100070","TA2023840058","PENDING","2026-04-18"
"APP200591","JOB100074","TA2024159942","REJECTED","2026-05-13"
"APP200592","JOB100080","TA2024517500","ACCEPTED","2026-05-05"
"APP200593","JOB100044","TA2024242291","ACCEPTED","2026-01-13"
"APP200594","JOB100056","TA2024226882","ACCEPTED","2026-01-16"
"APP200595","JOB100033","TA2024442722","ACCEPTED","2026-01-25"
"APP200596","JOB100067","TA2024411882","ACCEPTED","2026-04-03"
"APP200597","JOB100052","TA2024649414","ACCEPTED","2026-03-07"
"APP200598","JOB100050","TA231225546","ACCEPTED","2026-03-31"
"APP200599","JOB100100","TA2023777406","PENDING","2026-02-14"
"APP200600","JOB100117","TA2024587455","ACCEPTED","2026-05-11"
"APP200601","JOB100073","TA2024901535","REJECTED","2026-01-21"
"APP200602","JOB100054","TA2024903531","PENDING","2026-02-07"
"APP200603","JOB100027","TA2024203896","REJECTED","2026-03-28"
"APP200604","JOB100061","TA2024638289","ACCEPTED","2026-04-14"
"APP200605","JOB100126","TA2023930555","PENDING","2026-03-29"
"APP200606","JOB100035","TA2023768854","ACCEPTED","2026-03-16"
"APP200607","JOB100104","TA2024904150","ACCEPTED","2026-04-12"
"APP200608","JOB100040","TA2023591081","REJECTED","2026-04-03"
"APP200609","JOB100112","TA2024208529","ACCEPTED","2026-04-26"
"APP200610","JOB100060","TA2024678478","PENDING","2026-01-06"
"APP200611","JOB100020","TA2023643269","PENDING","2026-03-06"
"APP200612","JOB100112","TA2024781113","REJECTED","2026-02-23"
"APP200613","JOB100027","TA2023232378","PENDING","2026-01-17"
"APP200614","JOB100070","TA2024878086","PENDING","2026-04-12"
"APP200615","JOB100079","TA2023711680","REJECTED","2026-01-27"
"APP200616","JOB100039","TA2023565776","PENDING","2026-04-10"
"APP200617","JOB100045","TA2024891937","PENDING","2026-03-14"
"APP200618","JOB100066","TA2024681478","PENDING","2026-05-15"
"APP200619","JOB100125","TA2023975136","PENDING","2026-04-02"
"APP200620","JOB100047","TA2023236306","ACCEPTED","2026-03-11"
"APP200621","JOB100082","TA2023591081","PENDING","2026-02-15"
"APP200622","JOB100089","TA2024811875","ACCEPTED","2026-04-22"
"APP200623","JOB100079","TA2024203896","ACCEPTED","2026-03-21"
"APP200624","JOB100050","TA2023881886","ACCEPTED","2026-01-23"
"APP200625","JOB100066","TA2023300845","ACCEPTED","2026-03-08"
"APP200626","JOB100025","TA2024384076","PENDING","2026-05-14"
"APP200627","JOB100122","TA2023622469","REJECTED","2026-03-30"
"APP200628","JOB100042","TA2023171942","ACCEPTED","2026-05-06"
"APP200629","JOB100114","TA2023717457","PENDING","2026-04-21"
"APP200630","JOB100120","TA2024936587","ACCEPTED","2026-01-02"
"APP200631","JOB100082","TA2024227324","PENDING","2026-04-22"
"APP200632","JOB100056","TA2023507746","PENDING","2026-04-10"
"APP200633","JOB100124","TA2024197736","PENDING","2026-01-21"
"APP200634","JOB100063","TA2024681478","PENDING","2026-03-11"
"APP200635","JOB100042","TA2023977330","REJECTED","2026-03-10"
"APP200636","JOB100060","TA2024468203","REJECTED","2026-02-16"
"APP200637","JOB100021","TA2024936587","PENDING","2026-04-27"
"APP200638","JOB100093","TA2023749641","PENDING","2026-05-06"
"APP200639","JOB100030","TA2023950544","PENDING","2026-01-13"
"APP200640","JOB100080","TA231225546","PENDING","2026-01-27"
"APP200641","JOB100042","TA2024904150","PENDING","2026-04-23"
"APP200642","JOB100108","TA231226510","PENDING","2026-02-08"
"APP200643","JOB100002","TA2023388375","PENDING","2026-04-18"
"APP200644","JOB100045","TA2024270395","REJECTED","2026-04-06"
"APP200645","JOB100069","TA2023734487","REJECTED","2026-03-26"
"APP200646","JOB100012","TA2024639995","REJECTED","2026-01-15"
"APP200647","JOB100056","TA2023930555","ACCEPTED","2026-02-16"
"APP200648","JOB100030","TA2024242291","REJECTED","2026-01-04"
"APP200649","JOB100018","TA2023988324","REJECTED","2026-04-09"
"APP200650","JOB100116","TA2023591081","PENDING","2026-01-09"
"APP200651","JOB100031","TA2024715870","REJECTED","2026-01-25"
"APP200652","JOB100078","TA2023970720","REJECTED","2026-05-02"
"APP200653","JOB100055","TA2024940064","REJECTED","2026-03-24"
"APP200654","JOB100026","TA2024638289","REJECTED","2026-05-14"
"APP200655","JOB100018","TA2024242291","ACCEPTED","2026-03-18"
"APP200656","JOB100031","TA2024402218","REJECTED","2026-02-25"
"APP200657","JOB100017","TA2023245095","ACCEPTED","2026-03-25"
"APP200658","JOB100002","TA2024678478","REJECTED","2026-01-31"
"APP200659","JOB100056","TA2023486251","PENDING","2026-01-11"
"APP200660","JOB100088","TA2023243693","ACCEPTED","2026-02-09"
"APP200661","JOB100053","TA2024153642","PENDING","2026-02-10"
"APP200662","JOB100074","TA2024955662","ACCEPTED","2026-03-28"
"APP200663","JOB100115","TA2024681478","PENDING","2026-04-02"
"APP200664","JOB100096","TA2024741390","REJECTED","2026-01-28"
"APP200665","JOB100020","TA2023862569","PENDING","2026-03-30"
"APP200666","JOB100121","TA2023238579","REJECTED","2026-01-06"
"APP200667","JOB100102","TA2024197736","ACCEPTED","2026-02-04"
"APP200668","JOB100038","TA2024207175","ACCEPTED","2026-04-23"
"APP200669","JOB100083","TA2024612311","ACCEPTED","2026-05-06"
"APP200670","JOB100030","TA2023731661","PENDING","2026-03-31"
"APP200671","JOB100047","TA2024987025","ACCEPTED","2026-02-11"
"APP200672","JOB100010","TA2024457455","PENDING","2026-03-17"
"APP200673","JOB100122","TA2023751517","ACCEPTED","2026-04-27"
"APP200674","JOB100001","TA2024901535","ACCEPTED","2026-04-08"
"APP200675","JOB100108","TA2023333752","REJECTED","2026-04-04"
"APP200676","JOB100117","TA2023565776","PENDING","2026-01-17"
"APP200677","JOB100098","TA2023461939","REJECTED","2026-02-18"
"APP200678","JOB100079","TA2024940064","ACCEPTED","2026-02-09"
"APP200679","JOB100092","TA2024587455","ACCEPTED","2026-03-24"
"APP200680","JOB100078","TA2023509420","PENDING","2026-02-03"
"APP200681","JOB100028","TA2023343962","PENDING","2026-05-05"
"APP200682","JOB100030","TA2024226882","PENDING","2026-04-10"
"APP200683","JOB100098","TA2023614084","ACCEPTED","2026-03-07"
"APP200684","JOB100008","TA2024221552","PENDING","2026-01-19"
"APP200685","JOB100002","TA2024320392","ACCEPTED","2026-01-21"
"APP200686","JOB100069","TA2024258787","ACCEPTED","2026-04-03"
"APP200687","JOB100083","TA2024411882","REJECTED","2026-04-17"
"APP200688","JOB100123","TA2024752878","REJECTED","2026-01-15"
"APP200689","JOB100123","TA2024903531","PENDING","2026-01-11"
"APP200690","JOB100108","TA2023930555","REJECTED","2026-01-20"
"APP200691","JOB100033","TA2024220465","PENDING","2026-03-01"
"APP200692","JOB100080","TA2023389666","PENDING","2026-05-15"
"APP200693","JOB100098","TA2023507746","ACCEPTED","2026-02-15"
"APP200694","JOB100083","TA2024313933","ACCEPTED","2026-01-28"
"APP200695","JOB100116","TA2024203896","ACCEPTED","2026-04-28"
"APP200696","JOB100103","TA2023970720","ACCEPTED","2026-01-27"
"APP200697","JOB100027","TA2023486251","PENDING","2026-04-13"
"APP200698","JOB100075","TA2024174637","ACCEPTED","2026-05-17"
"APP200699","JOB100090","TA2023591081","REJECTED","2026-03-22"
"APP200700","JOB100082","TA2023913373","REJECTED","2026-04-16"
"APP200701","JOB100115","TA2024155843","ACCEPTED","2026-03-24"
"APP200702","JOB100091","TA2024535970","ACCEPTED","2026-02-24"
"APP200703","JOB100054","TA2023988324","ACCEPTED","2026-03-07"
"APP200704","JOB100052","TA2023749641","ACCEPTED","2026-04-12"
"APP200705","JOB100001","TA2024813145","PENDING","2026-03-14"
"APP200706","JOB100090","TA231226945","ACCEPTED","2026-03-19"
"APP200707","JOB100001","TA2023421080","REJECTED","2026-02-24"
"APP200708","JOB100046","TA231225546","REJECTED","2026-03-12"
"APP200709","JOB100083","TA2024814220","REJECTED","2026-02-09"
"APP200710","JOB100015","TA2024717889","ACCEPTED","2026-02-09"
"APP200711","JOB100021","TA2023751517","ACCEPTED","2026-03-05"
"APP200712","JOB100035","TA2024442722","REJECTED","2026-01-24"
"APP200713","JOB100086","TA2023529893","ACCEPTED","2026-02-25"
"APP200714","JOB100106","TA2023913373","REJECTED","2026-02-14"
"APP200715","JOB100073","TA2024744718","REJECTED","2026-01-25"
"APP200716","JOB100090","TA2023895702","ACCEPTED","2026-04-08"
"APP200717","JOB100012","TA2024684929","PENDING","2026-03-27"
"APP200718","JOB100050","TA2023423939","ACCEPTED","2026-01-31"
"APP200719","JOB100116","TA2024891937","REJECTED","2026-01-03"
"APP200720","JOB100095","TA2024684929","ACCEPTED","2026-01-14"
"APP200721","JOB100045","TA2023876962","PENDING","2026-02-08"
"APP200722","JOB100047","TA2024518098","ACCEPTED","2026-02-09"
"APP200723","JOB100008","TA2023889882","REJECTED","2026-04-11"
"APP200724","JOB100067","TA2024639995","ACCEPTED","2026-05-10"
"APP200725","JOB100013","TA2024618392","ACCEPTED","2026-04-11"
"APP200726","JOB100024","TA2024399105","ACCEPTED","2026-05-02"
"APP200727","JOB100086","TA2024411882","PENDING","2026-04-13"
"APP200728","JOB100039","TA2024899550","ACCEPTED","2026-04-22"
"APP200729","JOB100117","TA2023734487","PENDING","2026-02-04"
"APP200730","JOB100071","TA2024649414","PENDING","2026-04-12"
"APP200731","JOB100097","TA2024814220","PENDING","2026-05-15"
"APP200732","JOB100037","TA2024994905","PENDING","2026-04-21"
"APP200733","JOB100047","TA2024793024","REJECTED","2026-01-23"
"APP200734","JOB100060","TA2024823846","ACCEPTED","2026-02-18"
"APP200735","JOB100047","TA2023591465","ACCEPTED","2026-01-07"
"APP200736","JOB100116","TA2023300845","PENDING","2026-03-31"
"APP200737","JOB100092","TA2024258787","ACCEPTED","2026-02-07"
"APP200738","JOB100122","TA2024757193","PENDING","2026-04-06"
"APP200739","JOB100025","TA2023201514","REJECTED","2026-01-22"
"APP200740","JOB100017","TA2024782759","PENDING","2026-02-07"
"APP200741","JOB100124","TA2024697530","PENDING","2026-01-29"
"APP200742","JOB100045","TA2023749641","ACCEPTED","2026-03-26"
"APP200743","JOB100032","TA2024782759","ACCEPTED","2026-02-22"
"APP200744","JOB100081","TA2023386544","REJECTED","2026-05-04"
"APP200745","JOB100093","TA2023643269","REJECTED","2026-01-05"
"APP200746","JOB100054","TA2023571579","REJECTED","2026-05-15"
"APP200747","JOB100007","TA2024442722","PENDING","2026-03-14"
"APP200748","JOB100031","TA2023486251","ACCEPTED","2026-03-11"
"APP200749","JOB100008","TA2024389282","ACCEPTED","2026-01-03"
"APP200750","JOB100010","TA2023568238","ACCEPTED","2026-04-03"
"APP200751","JOB100016","TA231226945","PENDING","2026-04-09"
"APP200752","JOB100035","TA2024595158","ACCEPTED","2026-01-26"
"APP200753","JOB100090","TA2023806707","PENDING","2026-02-20"
"APP200754","JOB100075","TA2024715870","ACCEPTED","2026-01-06"
"APP200755","JOB100007","TA2023507746","REJECTED","2026-03-20"
"APP200756","JOB100048","TA2023614084","ACCEPTED","2026-02-10"
"APP200757","JOB100003","TA2023591465","ACCEPTED","2026-04-01"
"APP200758","JOB100094","TA2024384076","PENDING","2026-05-09"
"APP200759","JOB100041","TA2023944151","ACCEPTED","2026-04-10"
"APP200760","JOB100122","TA2023246316","REJECTED","2026-03-13"
"APP200761","JOB100034","TA2023630458","ACCEPTED","2026-04-11"
"APP200762","JOB100098","TA2023171849","PENDING","2026-04-08"
"APP200763","JOB100078","TA2024558176","ACCEPTED","2026-02-28"
"APP200764","JOB100061","TA2024535970","ACCEPTED","2026-04-20"
"APP200765","JOB100045","TA2024787923","ACCEPTED","2026-02-03"
"APP200766","JOB100032","TA2023405420","PENDING","2026-02-21"
"APP200767","JOB100021","TA2024288158","ACCEPTED","2026-05-15"
"APP200768","JOB100021","TA2024973294","REJECTED","2026-02-07"
"APP200769","JOB100097","TA2023913934","REJECTED","2026-03-23"
"APP200770","JOB100010","TA2024972442","ACCEPTED","2026-01-31"
"APP200771","JOB100029","TA2024293319","REJECTED","2026-02-07"
"APP200772","JOB100108","TA2023246316","REJECTED","2026-04-16"
"APP200773","JOB100060","TA2024384076","ACCEPTED","2026-03-12"
"APP200774","JOB100025","TA2024684929","PENDING","2026-02-03"
"APP200775","JOB100029","TA231226244","REJECTED","2026-03-10"
"APP200776","JOB100091","TA2023731661","ACCEPTED","2026-03-01"
"APP200777","JOB100035","TA2024793024","PENDING","2026-01-21"
"APP200778","JOB100102","TA2024684929","ACCEPTED","2026-05-09"
"APP200779","JOB100126","TA2024787923","ACCEPTED","2026-04-06"
"APP200780","JOB100029","TA2023568238","ACCEPTED","2026-02-05"
"APP200781","JOB100026","TA2023725550","PENDING","2026-04-15"
"APP200782","JOB100115","TA231267380","REJECTED","2026-04-16"
"APP200783","JOB100034","TA2024411882","ACCEPTED","2026-02-21"
"APP200784","JOB100010","TA2023348237","REJECTED","2026-04-23"
"APP200785","JOB100092","TA2023614084","ACCEPTED","2026-04-28"
"APP200786","JOB100037","TA2024702733","ACCEPTED","2026-01-11"
"APP200787","JOB100091","TA2023720556","REJECTED","2026-03-22"
"APP200788","JOB100056","TA2024301332","REJECTED","2026-05-15"
"APP200789","JOB100096","TA2024688956","REJECTED","2026-05-14"
"APP200790","JOB100016","TA2023749641","ACCEPTED","2026-01-11"
"APP200791","JOB100037","TA2024220465","ACCEPTED","2026-01-11"
"APP200792","JOB100083","TA2023568238","ACCEPTED","2026-01-13"
"APP200793","JOB100030","TA2024936587","ACCEPTED","2026-03-19"
"APP200794","JOB100117","TA2024697530","ACCEPTED","2026-04-19"
"APP200795","JOB100043","TA2024301332","REJECTED","2026-05-13"
"APP200796","JOB100024","TA2023823811","REJECTED","2026-04-26"
"APP200797","JOB100013","TA2024517500","ACCEPTED","2026-02-16"
"APP200798","JOB100117","TA2023571579","REJECTED","2026-02-04"
"APP200799","JOB100056","TA2023440131","ACCEPTED","2026-01-07"
"APP200800","JOB100028","TA2023147549","ACCEPTED","2026-02-21"
"APP200801","JOB100068","TA2024955662","PENDING","2026-02-11"
"APP200802","JOB100105","TA2024987025","PENDING","2026-01-30"
"APP200803","JOB100104","TA2023749641","ACCEPTED","2026-01-22"
"APP200804","JOB100079","TA2023994253","ACCEPTED","2026-05-11"
"APP200805","JOB100092","TA2023212235","ACCEPTED","2026-04-08"
"APP200806","JOB100007","TA2023988324","PENDING","2026-03-27"
"APP200807","JOB100085","TA2023509420","REJECTED","2026-02-11"
"APP200808","JOB100024","TA2023348237","REJECTED","2026-01-14"
"APP200809","JOB100061","TA2023300845","ACCEPTED","2026-04-25"
"APP200810","JOB100042","TA2024681478","PENDING","2026-02-03"
"APP200811","JOB100031","TA5B35AE3C","ACCEPTED","2026-03-06"
"APP200812","JOB100002","TA2024715870","ACCEPTED","2026-05-08"
"APP200813","JOB100081","TA2023840058","PENDING","2026-05-07"
"APP200814","JOB100036","TA2023148458","ACCEPTED","2026-05-02"
"APP200815","JOB100068","TA2023555052","ACCEPTED","2026-01-02"
"APP200816","JOB100037","TA2024878086","PENDING","2026-02-23"
"APP200817","JOB100008","TA2023333752","PENDING","2026-03-31"
"APP200818","JOB100006","TA2023804318","REJECTED","2026-03-18"
"APP200819","JOB100048","TA2024972064","PENDING","2026-04-17"
"APP200820","JOB100028","TA2024363319","ACCEPTED","2026-02-15"
"APP200821","JOB100088","TA2024402218","REJECTED","2026-01-24"
"APP200822","JOB100116","TA2023421080","ACCEPTED","2026-04-08"
"APP200823","JOB100122","TA2023245051","REJECTED","2026-01-17"
"APP200824","JOB100043","TA2023171942","PENDING","2026-03-12"
"APP200825","JOB100048","TA2023876962","ACCEPTED","2026-02-23"
"APP200826","JOB100103","TA2024320392","ACCEPTED","2026-01-28"
"APP200827","JOB100086","TA2023643269","REJECTED","2026-05-16"
"APP200828","JOB100106","TA2024744718","ACCEPTED","2026-03-15"
"APP200829","JOB100063","TA2023777406","REJECTED","2026-03-08"
"APP200830","JOB100079","TA2024935012","REJECTED","2026-04-01"
"APP200831","JOB100085","TA2023994217","ACCEPTED","2026-05-08"
"APP200832","JOB100074","TA2023840058","PENDING","2026-03-01"
